english,romanized
"you can accelerate as much as you want, but since the car's in neutral, we will not be going anywhere.","choe accelerate gadem chi chap ru chap, choe gi gari neutral na bayni dhigi, ngachi gatay ya jo mitsup"
go jump in the lake.,tsho na chong
she advised him to fasten his seat belt.,mo gi seat belt dam zey lab dhey kho lu
all children do not like apples.,alu gara apple miga
what does it cost to build a new house in this neighborhood?,chim sap chap dha teru gam chi jo wong
he is just kidding you.,kho gedra baywu mea
we cannot let this continue.,countine bay me tshub
i cannot imagine what it must've been like.,nga nos tang me tshubay gazum wong ga
he is the father of three children.,kho alo sum gi apa en
i am ashamed to ask you such a silly question.,choe lu question dreni ghi yang zaw mae
it may not be a good idea to eat while you are running.,ju dap dha ju ne de layshom chi men
we are winners.,nga chey tshu gaymi enn
that is a myth.,ani dhi myth en
it is characteristic of him to behave like that.,kho gi bayzha men
you do not have to do what gyeltshen says.,gyeltshen gi ga lab choe bay mingo
she is a gifted artist.,mo dhi zhabthra zomi dragsho chi een
that is why i worry about you.,di bya ni di gi chow ta nga droww mya
i wonder which of you will win.,ga dhe gay wong ga mo
that is open to debate.,debate bay nee ra enn ani thou kha.
who can run fastest in your class?,lhobkhang ley shu ju tshub mi dhi ra ga mo?
she looks sad.,mo sem maga nu
i am sure thinley would not like it.,nga gi shay thinlay gi mi ga sae
i walked across the park.,nga lingka dhi na nam jo bay deyyi
"if you push this button, the door will open.","choe ani ni gu aoeb ba chin, gho chi wong"
you sort of hinted that you wanted me to ask you out.,choe gi nga lu men zu tab chi ra bay ni dhe gi en
i heard shots being fired.,shots fire josa ha goi
i hurried so i would not miss the train.,nga joba wongyie train miss jowong no dhi
i do not like the way he speaks to me.,kho lo lab lab maga
who does this suitcase belong to?,ani suitcase ga lu belong baewong
i lost.,jang yi nga
"i would like to stay and chat, but i have got a meeting to go to.",zhen dhee nga loo lab dhoe nee en day baw da nga zhenzom na jo go bay
we have no reason to change our plans.,nga lu doen da gani ya mi plan change bay ni gi
it is human nature.,mi gi rangzhin mey ty
did you buy this book?,ani paychha dhi choe gi nyoi ya
i am glad you brought that up.,choe ghi bang dhi dra chi
i felt a light touch on my shoulder.,nge chey to gu touch light chi feel beyi
what is all that about?,di gachi korlay ena?
how long does it take to go to the office from your home?,gamchi time take bew mae choe chim ley office tshen
the army has advanced to the river.,army tsu chu tsa wa hoe nu
i am not going to disappear.,nga yel mijo
i will just leave.,khimi nga jo da gay
let us hurry up.,joba bay c.
"i have not read his novel, and my brother has not either.",nga ghi ani sung di malhab nga ghi achi ghi ya malhab
i gave up hope.,nga hope ra zosi
your death will not have been in vain.,choe shi mi di thro lo ma joe bay bay wong
do you understand or not?,ha goi yan ma go??
i have two nephews.,nga lu tsa wo ni woe
i am very much in favor of this.,nga charo gobay
he drank a shot of whiskey.,kho gi whiskey shot tang giye mae
where can we get lunch?,nima ghi toh gatey lay thob ga
i will come right now.,nga wongni
he has a bicycle.,kho luu bicycle yoe
what a phony!,ah shobzey di!
i am sure you are going to enjoy it.,nga gi shay choe ngo ma ra enjoy baywo say
they are not going to give you this job.,khong tsu gi ani job di mi jin choe lu
i think we found it.,"nga ta wa chin, thob chi may"
i do not know what to say to pema.,nga meshey pema lu gachi lab na
someone must have taken my umbrella by mistake.,ga ena chi ghi nge umbrella mistakenky banu
when is school over?,lob da lay nam tang wong
i tried.,nga bay tayi
i see.,nga thom mae
you are all i have got.,choe lay lhab gaya me nga lu
we need to call someone.,nga chay call chap go mi chi na.
what were the meetings like?,meeting na ga chi lap day
i have something to trade.,nga lu tshong drel bay ni chala chi yoe
he speaks english with a strong german accent.,kho strong german accent na english speak bae wong
you two should be ashamed of yourselves.,choe choera nyi lu tadhi dhi ngo tshagob du maray
"because her parents got divorced, the girl had hardly any contact with her father.",mo gi pham kha jayw lay pham dha dray wa maam mendhu
he spent a lot of money this weekend.,kho this weekend teru deadly layi
do you eat a lot?,choe do cc cc zayi ya
she forgot to feed the dog.,mo gi jay nu rochi na tho jini
he is something of a celebrity.,kho famous zum en
is anybody there?,ga yoe ga mo pha?
she left the last page blank.,mo gi last page satong zhanu
what would you do if you had one year free?,one year free yoebachin gachi baywong
i am a little skeptical.,nga dhi asti dokpa yoe
this may just come in handy someday.,phen tho ni may nyim chi
i want you to say you are not going back to boston.,choe boston mijo lab
he came to school even though he was unwell.,kho naru ya school na wong yi
do not talk about me.,nge korlay loo malab jdha.
i will monitor your progress from my computer.,nga monitor bay gay may nga rang gi computer nalay
they have to be very careful.,khong tsu na thay bay go
i want to make you smile.,nga choe ghi gha zum toen chu ni
we hope you enjoyed your stay.,choe na day bay sem ga wi no wi ray wa yoe
speaking english is very difficult for me.,english lapni dhi nge dhen lu lha kha yoe
"from an objective viewpoint, his argument was far from rational.",nge ge ray wa lay bay wa chin choe ge khung de den dha lay me thri bay
it is not optional.,ani dhi optional men
do you mind my making a suggestion?,chie ghi chamchar chi lab na may
pema did not say that.,pema gi di zum di malab
we have got to be ready in thirty minutes.,nga chay tsu karma sum chu na dra dre jo go
he shook hands with the mayor.,kho mayor da chikha handshake baynu
i hate terrorist organizations.,nga terrorist mi tshu di miga way
we won.,we won
i will do it right now.,nga bay wong dha ta rang
did you hear the news?,new thong yi bu?
we are not gonna make it.,ngacahy bay metsu ni mae
my book has to be somewhere in the room.,ngyi ghi book dhi na lay pha tshu ra wong go
he grows vegetables in his garden.,kho gi garden na tshetse tshu ni yoe
i do not know what could've happened.,gachi bay yong ga nga meshey
i excused myself for a minute.,minute chi ghi den lu excuse go bay
tell thinley i still have his umbrella.,thinley ge unbrella nga lu yoe say lab na
what are some foods you usually eat with a spoon?,"choe gi spoon use bey bey, toh gachi ra za wong?"
the door is locked at nine every night.,go di time na atara dam wong
what would life be without hope?,rewa meba mitshey gachi mo
pema likes ponies.,pema gi ponies ga wae
are you all set for the trip?,cheng tshu gayra dradi enya trup gi denlu
that is just what i need right now.,trik trik mey. nga ani gob dey yi sa.
how did the traffic accident happen?,nu khor tu koen ga dhey bay jung yi
how long have you been working here?,choe na lu la beyi ra gadem chi yasi?
he wrote me a long letter.,kho nga lu letter rim chi dri tang nu
is that so bad?,ani ya
she does know it.,mo gi shey
there have been a lot of airplane accidents recently.,dhari naba namdu accidenfs halam jungnu
i will just go.,nga joni
tashi is arrogant.,tashi di ngagyelchen en
what do you think of war?,war gi kolae choe gi gachi now mae?
did i ask you?,choe gi lap chi ga
i wonder who this package is from.,nga mashey ani package gaty lae ena
not a sound was heard.,ani hay ma nga gi go ra ma go
i won!,nga gey cc
this is the key that opened that door.,ani key gi door open bay wong
were you at school at that time?,choe school na doe ga ani time na
he asked for help.,kho gi charo banang say lab dhay
she has a small house.,mo lu chim chungku chi yoe
his long absences were starting to provoke suspicion.,kho ghi dheyen ram bay madey. dokpa jung ni go tshu dho.
pema never said he wanted to go with us.,pema nam ya malab ba ya kho nga chey ngyam jowong sey
"maybe i should not tell you this, but i am truly mesmerized by your beauty.",yeng lu si choe gi zushi ta bay
i could not bring myself to take the job.,la dhi bey ni noe ma tsu
i cannot stop the bleeding.,thra ju mi du wae
"you like classical music, do not you?","choe classical music ga maena, menbu?"
i think chime already knows.,nga gi taw da chime gi hema lay shay dho zum dhu
"no matter how busy you are, i think you should at least read a newspaper.",choe gam chi sem shi yi lab ru newspaper dhi lhab ni nosam tang gho may
he was named after his grandfather.,kho ge ming kho rai agay ge ming ta nu
thinley has never been to mary's home.,thinley ghi mary ghi chim na nam yang ma hoe
so what do we do now?,tey gachi baen na mo da?
who told you the news?,choe lu gagi lab dhey?
they helped pema.,khong ghi pema lu charo baenu
thinley does not want to see you.,thingley gi choe ta go ma no lo
i had difficulty in making myself understood in french.,nga lakha ra tang gi french hago tsub zoni doen lu
i always thought you would make a cute couple.,choe nye ja chi chi thong say nga atara no ye
"thinley knew where mary was, but he would not tell the police where she was.",mary gaty ena thinley ge shay but kho ge police lu melab bay
im ironing my handkerchiefs.,nge rumal iron baedho
i need an interpreter.,interpreter chi go ni nga
i love cooking for my family.,nga family gi doen lu to zo ni ga
a journey of a thousand miles begins with a single step.,tongthra chi gi lam di gom they gang gi go tsu go
i think it is time for me to split some more firewood.,nga tawa chin daben shing atsi mam bay ka gop zum dhu
i thought a lot about what you said.,choe gi labmi lo gi nga nosam halam tangob jungyi
"for the crime of first degree murder, this court hereby sentences you to life in prison without the possibility of parole.","for the crime of first degree murder, this court hereby sentences you to life in prison without the possiblilty of parole."
i did not mean to pry.,nga gi aney zum noo bay dre drep ra men
i just do not feel like it.,nga gi the ani mam zum tsow may
the roof leaks.,chim toh dhe chu zaw mae
she had already gone to bed when i called her at 11 p.m.,mi dha tshi lay nye nu nga gi mo lu time elevn na call tam dha
i am not mean.,nga may shay
might i ask your name?,choe ming gachi ena dre cho ga
look at the meter.,tshey gu ta
"i am your boyfriend, are not i?",nga choe ge boyfriend man ya
have a cookie.,khabzay chi za wai
it is never too late to start.,start bay ni ga late ra majo cc
he is a compulsive gambler.,compulsive gambler chi may kho
"mom, can tashi stay for dinner?","ama, tashi chiru gi toh na za wa tub ga?"
i was not always happy.,nga ata ra dhi happy bay madhey
i sprained my finger while playing volleyball.,nga ghi zumo maep yasi volleyball tseuda
she came very near to being run over by a car.,mo numkhor ghi thuk ko ni beyi
the fish smells bad.,ani nya dhe drim kham lo cc ham mai
i am in paris.,nga paris na en
they are russian.,khong tsu russian embay
the old book was moldy.,kidep dhi moldy ya so nu
does gyeltshen like to swim?,gyeltshen tsey chab ni nga ga?
two wrongs do not make a right.,wrong nyi ge right mezo
"when i grow up, i want to be a king.",nga bom joow da gyelp bay ni
she spoke up for him.,mo gi kho jab kha lae then lab dhey
i thought we were on the same side.,side chok chi en noyi
i had no idea what i should write.,nga gachi drinna mashey
i have advertised my house in the newspaper.,ngi gi chim di netsuel na darchab tangyee
this machine is worthless.,machine de gong ra men du
i have been injured.,nga ma thoen yoe say
let us begin at the beginning.,first lay go tshu gay mo
do you share a room?,choe room share bay wong bu
hug me.,nga pham tab na
jorge can speak four languages.,jorge gi khakay zhi shay bay
he looked satisfied with my explanation.,nge sheypa ge kho tub chi nu
the protesters set many cars on fire.,protesters tsu ghi nungkhor halam mey tang nu
i thought it was a good idea.,taw da idea layshoom chi dhu
"me, too.",nga ya
i would like to hear you sing.,nga choe zhabthra then sa nen go noye
ask anyone.,galu lab ru lab
i know what you want to do.,nga shay choe gachi bey go noyi ga
some were under the impression that the judges had not chosen wisely.,lalu di impressions ge bay drangpoen ge choose lekshom bay matsu bay
i enjoy chess.,chess ga ye nga.
i do my homework after school.,school zo bay homework baywi
let us hope for the best.,leyzum jochu sey moenlam tabgey.
i do not think we need that.,nga chey ani mingo bay
i do not mind getting up at six.,nga droba dhutse drue na long ru matub mi
are you all set to leave?,choe jo ni ready enna?
i never wear a hat.,nga zham tsu ni mi
she may not come.,mo dhi miwong do wong
i hear voices in my head.,nge mind na voices laysha ha go mey
this is what i can do for you.,nga gey bay tsub zer ru dem che ra en
he has a bath every morning.,kho droba atara bath take bay wong
i am poor at drawing.,nga pa dri mishey
be fair.,be fair
i have to remember to mail the letter.,yigu k ni kolay cheri tang go sa
there are many tourists in town.,town na tourists mam du
i will come into the office early tomorrow.,nga nba droba wong hiktsnag na.
her son was killed in a traffic accident.,mo gi buu dee lamthrom gi chhentog na jong soo nuu
your thirty minutes are up.,choe ghi karma sumchu tsangye
i have to do my homework instead of going out.,chikha jo ne menba nga homework bay gop yoe
did you see anyone suspicious?,choe gi dokpa yoe mi thong yi ga
"when i got out of jail, i had no intention of committing another crime.",nga tsen khang ley tam dha nga lok dhi thrim gyel gi la beni gi no sam mi
do not ever underestimate pema.,pema lu maphab machab
both are alive.,nyi chie ra mashew yoe
i had to wait twenty minutes for the next bus.,shul ma ghi bus ghi denlu mina khaychi guye
i like being single.,nga single bey ra gaway
i wrote that book.,ani peydhab ng ghi driye.
please step aside.,atsi zu kha zhu
dorji certainly fits the description that the police gave us.,dorji dhi police gi lab mi dha dra way
france is running a welfare state it can no longer afford.,france chang kha ya so nu
i do not really know why he wrote the book.,nga mishey bay ga chi bay book di dri yi ga
that did not go very well.,loeshom chi majo
my father has a lot of books.,nge ghi apa lu peydoep leysha yoe
i do not really need your help.,choe help ra may go bay nga
the japanese live mainly on rice.,japan ghi mitshu chum lo toen dhoep mae
they formed a new government.,khong tsu gi new government form bay yi
that was my intent.,nge nyoothang dem chi ra en
please tell me which of the two cameras is better.,please nga lu lab na wai camera ngyi lae gadi better ena
i dream of becoming a teacher.,nga lopen bae nee nosam yoe
you do not have to say anything if you do not feel like it.,choe ga chi ya lhab mang go lhab go ma no wa chin
"if you keep harping on his flaws, he will grow to resent you.",choe atara kho ge flaws complain bay wa chin kho ge magaw kay wong ba
could you put those bags in the car for me?,bag tshu gari na zha nang wai
fighting will not settle anything.,thabzing gi di gani ya phhen mi tho ty
i am not interested in your problems.,chow ghi problem nang trowa me
i do not want to meet your parents.,nga choe pam nam chaygo mano
he is always friendly to me.,kho nga lu lashum bay may
where are your children?,choe ghi alu tshu gaty mo?
why did you turn off the tv?,tv fachi bay off chab chi
she mended her socks.,mogi omso dhi fix baenu
why are you looking at me like that?,gachi bay anzum look jim mo nga lu?
that is a question i have asked myself.,ani dhi atara nga ralu dri bi ty
she stopped to smoke a cigarette.,mo cigarette thung ni doen lu stop bay nu
i cannot afford to do that.,nga gi bay metsu
"at last, you have hit the nail on the head!",last na choe ra gutoh nail na dung yoe gush
"i asked gyeltshen if he would go, too.",nga gi gyeltshen lu kho ya jp na say dri yi
the fans sought to shake the actress's hand.,mo gi fan di mo nam lap thoep ni thop nu
cover the seeds with a little earth.,seeds de tshu zamling chungku ge pup zha
we ate until we could not eat any more.,nga chay drosisi za bay za ra ma tsu
i had to help with the housework.,chimna na gi la tsu bay ni na rub gob dhaye
the ring was nowhere to be found.,ring di gata ya tsey sa min du tay
how many nights will you stay?,chiru gum chi tshen dhay wong ga
i think you would better leave.,choe jow dra
i will demonstrate.,nga gi ten jin gay
i am fat.,nga motey yoe
read the bottom of the page.,sho gu gi ju lu yoe mi dhi lhabsh
he can be proud of his father.,kho khora gi apa lu ngelrang du
i want you to take a look at this.,na tsa chi tash
thinley does not seem to have any self-confidence.,thiley dhe mo ra lu pop che ra mindu sa
business is looking up.,tsong ghi ya tadhey
you need written permission.,choe gi nowa dhe yek tho lu gho
i think we can do it.,nga tan nga chay gi bay tsup
my brother seems to enjoy himself at college.,nge brother di college na enjoy baew may
did you like the movie?,choe ani movie gaeyi ga?
pema gathered wood for the fire.,shing thu mi dhi pema enn
today is a very exciting day.,dari dhi exciting day embay
is this seat open?,ani seat dhi free enna
your sweater is on backwards.,choe gi gola dee jab gee bay gen nu
the baby stopped crying.,alu ngu ni chey so nu
i had my brother put this room in order.,nge ghi nuchu acho ghi room hingsang sang bey zhanu.
it cannot be helped.,thab mi
gyeltshen's father is very strict.,gyeltshen gi apa di strict yoe may
pema saw a mouse.,pema gi dzitshi chi thong nu
whose office is this?,dhi gagi office mo ?
we got a standing ovation.,ngachey lekso thob chi
i want life to be the way it was before.,nge mitsay hema zum yoe ru tubay
my aunt treats me as if i were a child.,nga ge aunt ge nga alu zum treat bew may
i had a late lunch.,ngymai toh chesu bay zai
be nice.,be nice
that is where the problem is.,ana dhi yoe baty problem dhi
they all laughed at his jokes.,khong gara gaw may
i am frantic.,nga tshab tshab en may
he will be safe with me.,kho nga chikha lekshom bay zha wong
i won!,nga gay cc
i think gyeltshen and john are identical twins.,i think gyeltshen dang john dhi identical twins embay
the water from this fountain is safe to drink.,ani chhu ka lay yong mi chhu dhi hing tshang sa bayw lay thung tub
could somebody please open the door?,ga bey ru atsi gho chi nang mey?
he comes into contact with all kinds of people.,kho mi ga zum ngyem ya contact yoe
i want to recover my valuables.,junor tshu lok drub nee
i believe it is a genuine picasso.,nga gi believe baewong ani dhi picasso embay sey
it is completely irrational.,completely irrational en may
defend her from danger.,mo defend bay may danger lay
i hate weddings.,nga nyen ghi tendrel dhi miga way.
that is exactly what i was doing.,vani nga bay do
did you ever talk to him?,choe kho dha lo lab chi bu
there were no people in the village.,yue-kha mi ra min dhu
who is the tall guy with long dark hair playing the guitar?,aphi zhu ram cha nam guitar tro mi alu ga mo
i left the party too early.,party na lay dross early then ya si
i lost my health insurance.,nga gi health insurance jangda nu
sorry i did not reply sooner.,"go ma threy, choe lu leen jo ba oab ma tshub"
my family is not that large.,nge family di amchi bom mi
i do not know why we are so busy.,mashay nga chay dee amche ra makhom ena
allied forces were attacking from the west.,allied force gi west naley attack badey
that is not the way i see it.,nga ra ta thang anim chi ra en
her son is sure to succeed.,mo gi bu di sure may tay succed joni lu
the president governs for four years.,lozhi zhung chong yee
we cannot afford that anymore.,ani nyo metsu
i was starving.,dross to kay nu
tell dorji what you want to do.,dorji lu lab gachi bay go o yi ga choe
ugyen will not tell us what he knows.,ugyen ghi kho ghi shey mi lab mi tub bey
chime pulled the rope.,chimi gi thab thoen yi
get me out of here now.,nga ana lae bag jo joba
i am not quitting now.,nga dato la ko mi zha
she stared at me.,mo nga lu taday
do not confuse comets and asteroids.,comets dang asteroid confuse mabay si
she is an only child.,mo lu phencha tsu me
i only have fifty meters of rope.,nga lu thak pa meter ngab chu chamchi yoe
what do you want to do when you grow up?,bom jo bag gachi bay ne char zhe yoe
that can happen to anybody.,an zum de ga lu ya jung wong
i am american.,nga american enn
he will object to your going abroad.,kho ghi choe chi gaykhab jo nu lu nyen mitub
where are our friends?,charo tsu kalay
do not be late.,ma chi may
i have brought a cup of coffee.,nga gi cup of coffee chi bayi
who developed it?,ga gi zoyi
this flower is the most beautiful of all flowers.,ani meto di meto gara lay ja way
how could you say such a thing?,gazum lab tsub mo ?
i hate politics.,nga politics mega.
no one will care.,ga gi ya damn mi jin
she seems to understand what i say.,mo gi nga lab mi ha go nu
he made up his mind to marry her.,ro mo nen chab ni sey sem tha chya nu
are you saying that my life is in danger?,choe baewa chin nge sog lu nyenkha dhu say ya?
i probably should have said something.,nga gachi ena chi dhi lapni da dhoe nu
nail the windows shut.,changzer dhab godi na
he is smart.,kho saytra dhu
i was looking forward to this.,nga ani lu ghu dhi ra yoe
his family has to live on his small income.,teru atsi chi gi lang bey kho gi zatshang tsu
is that all you want to say?,amchi chi ra enna lo lab ni
i said nothing.,nga ghi dhi ganiya malap
go away.,thoen nalay
i fell for it.,denzey rey yi si
what is your earliest memory from childhood?,choe alui kab doedha gi dren shu hayma gachi mo
she passed away yesterday afternoon.,mo kha tsa nyima lae jong se
he denied that he had accepted the bribe.,teru ma len bay
i filled in the blanks.,nga gi sa to g sup chi
can you hear us?,ha gow may ga
the rule should be revised.,rule dhi ben lok revise baegob dhu
i am going on a trip.,nga trip na jodho
that dog jumped.,aaphi rochi chong chapchi
i will try to live up to your expectations.,nga choe gi kno do zum bae tsu ga ta gae
how about playing golf tomorrow?,naba golf tsay wa me jo ga
i know.,nga shey
may i talk to you?,nga choe nam lo lab tub ga
you are not dead yet.,cheo dha toh ma shi
"if you do not know anything about computers, you are really behind the times.",choe computer kholay ma shen dato dhe jap kha ra lor su nu mai
i parked on the street in front of your house.,nga gi lungkhor choe gi choe gi dong kha zha yi
he is really into soccer.,kho soccer gaye
there is something under the bed.,bed wolu gachi nachi dhu sa
i finished the work in less than an hour.,nga gi la ganthra chi majob lay zo si
she really wanted to tell the secret.,mo secret lab goo noo nu
sometimes i wonder whether or not i made the right decision.,nga mishey bay right decision make bayi ga mabay ga
he began running.,kho jo ni go tshu yi
playing in the street is dangerous.,chee kha tshem tsew da nyenkha yoe may
i want to ask you one last favor.,nga choe lu driwa chi dri go bay
you should get that sofa reupholstered.,choe gi sofa di so da
both of the brothers are dead.,nuchu nge chara shi so nu
"you are not trying to trick me, are you?",choe nga gu kor chab men gush
tashi bought a couple of cans of tomatoes.,tashi gi cans of tomatoes atsi banu
i just do not know how to do it.,i ghi gaedy bey bey gob ena mishay
you would be better off without me.,choe nga me ba ra dra ni mae
he landed himself a really plum job.,nyelpho layhsom thob mi la chi thob nu
is the hotel far from here?,hotel di nalay tharingsa ena
nobody but you can make me happy.,nga sem gachu me choe cham chi en
you should buy an answering machine.,choe answering machine dee buy bay saa.
a man must work.,la dhi bay ra bay go
this is the place i told tashi about.,tashi lu lhab mi sa go ani en
but i was not afraid.,nga ma dro.
i was astonished.,nga dhi ha layee
he is my best friend.,kho ngehe charo chamsho en
i would like to go to france.,nga chegyel france lu jo gho ma no
they clung together for warmth.,kho tshu ja daynu tsha toktok dayni bay
his brother is a famous soccer player.,kho gi nuchu dhi kang tsay tsey mi yong dra chen chi en
do you want to dance?,choe zhabdra chab na
i do not want to see you here again.,choe na lok thong go makno
the conference will take place in tokyo.,conference dhi tokyo na enn lo
dorji still is not quite convinced.,dorji dato ya convince bay matsub bay
you should kick that bad habit.,choe ghi bay zha layshom mi mi tshu zha da.
he missed the last train.,last train miss bay gi kho gi
i want you to do some research.,nga tshe tagay
his speech was not altogether bad.,kho shelshay di gara lashum myep di myen
i think you have mistaken me for someone else.,choe nga soso mi en si no nu
your son is dating my daughter.,choe ge bu de nga ge bum date bew may
she is not my girlfriend. she is my sister.,mo nga gi gf menn num enn
"did not i give you 10,000 yen a week ago?",yen majin bu haema nga gi
i have not seen her for ages.,nga mo ma thong ba lo halam ya cc
gyeltshen fell asleep on the couch.,gyeltshen ni they so nu
read what is on the label.,dajang gu yoe mi dhi lhag
i was able to catch the last train because i walked very quickly.,nga last train dhi nga ra joba walk bayni de gi carch bay tsu chi
your chinese is awesome already.,choe gi chinese di dato lae laeshom du tay
the two countries are engaged in biological warfare.,gyalkhab nyi ghi bar na biological warfare en
i would better go.,deya dhi nga joni
did you recognize your old classmate?,choe gi choe raie hema lobkhang gi charo ngo shey chi ga??
did anyone call me?,nga call wongye ya?
he is cranky.,kho zhen dang me dra
did you see anyone?,chie ghi gaya mathobg ga
that is a stupid idea.,ani dhi tse ta si si idea em bay
i was happy there.,nga sem ga bay dayi
i am going to do my best.,nga ra ga bay tshub bay ni
the player faked an injury.,tsem tshey mi dhi ma theen yi say taym tshong yi.
no way!,ani bay di mem wong sa
he made me do it.,kho gi nga lu bay chu yi
i sent you an email.,nga ghe choe lu email send bay ye
i do not know how else to put it.,gadey bay lab na meshay bay
i am very glad to meet you.,nga choe da tshay di sem gayi
i felt my phone vibrate in my pocket.,nga ghi phone pocket na lay vibrate bay dho zum tshoyee
she would not disclose the secret.,mo gi secret zhen lu milab
pema's leg is bleeding.,pema gi kam lay thaa theen dhey
his face showed that he was annoyed.,kho dong ghi tsib zanu say toen dey
it was a good choice.,choice laeshom chi du
are you asking me on a date?,choe nga lu date na joni say lap chi ya?
there is a lady downstairs who wants to speak to you.,ma aum chi choe nam kha lab ni bay gu dhay nu
"if this airplane were to be hijacked, what in the world would you do?","ga dhay chi bay airplane dhi hijacked bay ba chen, choe gi ga chi bay yong"
this child believes that the earth is flat.,ani alu dhi gi eartch flat yoe lo
how much does that cost?,gong gadem chi ena?
a fund was set up with a view to preserving our endangered planet.,ngachey gi endangered planet preserve beni den lu teru zha nu
heaven knows why.,zhingkham ge zikdhaywong
i want to hear more about this.,nga ani chi yen go know ye sa
he voted for the proposal.,kho ghi proposal na tshogyen chuyi.
ugyen was abducted.,ugyen dhi awoo ku ba yaso nu
giraffes have very long necks.,giraffes lu neck rem yoe
what did you drink?,choe ga chi thung yi
do not throw away this magazine.,ani megazine mako mey
it already has taken me hours.,mapalay ra ganta chi lhab chi baye
i have a wife.,nga lu amsu yoe
i just need a little more time.,nga lu detshey atsi gop ra en
the cup broke when it fell off the table.,cup table lay bue bay cha ye
chime did not see it.,nga chimi ma thong
just tell me what happened.,gachi beyi ga lab mey
drugs can ruin your life.,drugs gi metse meyp tang yong may.
a crowd gathered at the scene.,mi maam dzom sa
do not eat without me.,nga may ba maza
let us get back to the boat.,chab ba jogay mayna
would you mind if i left early?,nga early jo ba chi kheymey ga?
we crossed the river by boat.,ani river dhi cross bayi boat nalu
queen elizabeth died in 1603.,queen elizabeth dhi namlo chik-tong chumi sum na shi nu.
my bedroom is too small.,nge bedroom di chunku du cc
i will show you how it works.,nya choe lu toen zingay ani ga zum la baywong ga
i want to ask you something.,nga gi lu question chi dri go bay
she grows many kinds of flowers.,mo gi meto ma draw tsu ni yoe
"pema is out in the yard, playing with our dog.",pema chikha rochi dang tsemtsey dhi dhu
there is a lot of furniture in the room.,room na chala na mae sa mae dhu mae
i hope we will be able to keep in touch.,naba lae chey wi rey wa yoe
gyeltshen is afraid of you.,gyeltshen choe taa dro nu
what is your problem?,choe problem gachi mo
chime knew he had a problem.,chime ghi shaynu kho na problem dhu sey
i heard a voice i did not recognize.,nga ge ngo mashey mi k chi ha goye
i could make nothing of what he said.,kho gi lab mi dhi hara mago
we all jumped into the water at the same time.,chu na dren dra bay chong yi
a dance will be held on friday.,dance chi za friday lu chab ni mey
i am going to buy a camera for my daughter.,nga gi bum gi then lu camera ngo go bay
he cut through sherwood forest.,kho tonu
what shall i do with it?,nga gachi beni ani chikha
do i have to wear a tie at work?,la na tie gen jogo ga?
someday my dream will come true.,namchi ghi tsey nge rewa tshu ga ra ngo ma jo wong
we need to talk about this.,nga chey nyi anu korlay lo labgobay
i have a canadian wife.,nga lu canada lae wife chi yoe
dorji changed his diet.,dorji ghi kho ra ghi zey so nu
is that why you called?,aney bayni dhi ghi call baeyi ya
are not you a little young?,choe atsi chumku enbay manna
this is just a symptom of a much bigger problem.,nyen kha bom gi tak tsen toem may
"because my mother is sick, my father will cook today.",dari nye aie na de dhu ba hani bani de gi apa gi tho cham zho ni lo
basset hounds are gentle dogs.,basset hounds rochi tshu layshom yoe.
this is my favorite spot.,ahne spot de nga ge favorite en
there are a lot of tall buildings in new york.,new york na building rem lay sha dhu
will you help me for a minute?,nga lu charo chi bay nang atsi chi
i do not like bad boys.,bus layshom mey mi tsu miga bay
please do not be late.,late majo mey
we are australian.,ngachey australian enn
it cannot wait.,nga gu mitsub
i tried.,bay yi nga gi
ask her when he will come back.,kho nam wong say mo lu dri ta
the new government has financial troubles.,zhung sab lu teru gi problem dhu
i am not drinking tonight.,nga dari chiru gachi ya mithung
i am not allowed to tell what you want to know.,nga choe shay go no mi di lab mi cho
it was saturday night.,saturday chiru doeyi
we want to talk to you about that.,nga chay ani korlay lo lap go ngo dhi yoe.
he took her by the hand.,kho gi mo lab shay dhi ba dhoe
"this rope is strong, is not it?","ani thap di ding di mindu mena, du ga?"
where are you going on monday?,za migmar lu gaty joni
she was a bundle of nerves last night.,mo kha tsha dro bay nervous bay dayi
you will not die today.,choe dhari mishi
i am not as rich as i was.,nga chub ma dey haema dey dew zum
show me a better one.,ani lay drab bay toen
why do not you go to school with us?,choe ga chi bay nga chay chi kha lopda na ma jo?
he has coached us for half a year.,kho gi nga chey lo cheyka chi coach baye
she is coming home at the end of this month.,mo month end na chim na wong
are you going to school?,choe school na jodo ya
i did the job in three days.,la nyim sum na bae tang yi nga ghi
it is poison.,dhi dhu innn
have you finished dressing?,choe gola gen tsai ga
it is deer season.,its deer gi season
when did the accident take place?,oi accident di nam happen bay yee lo
we will get to tokyo station at noon.,tokyo station na noon na hoe wong
her mother is a wonderful pianist.,mo gi aie piano layshom trobi
no one will know i am here.,nga na yoe si ga gi yang mishey
maybe i should take this.,ani nga gi bago ni mae
"i said to myself, i wonder what she means.",nga gi nga ra lu lab chi mo gi gachi lab chi ga say
that dog is so stupid.,aphi rochi di tsagey chi mae
i want to buy ski boots.,nga ski boots nyo ni
chime forgot to buy bread.,chime ghi bread nyo ni jae so nu
he seems honest.,kho honest yoep zum dhu
tashi is going to cross the river.,tashi gi chhu cross baeni enbay
we cannot go back.,nga che lok jho me tshub
i have never seen so many trees in my life.,nge mitsay na am chi shing thong ra ma thong
