english,romanized
These books are all mine.,ani kiiiitab gara nga ghe en
These books are easier than those books.,ani dridep dra
These clothes are not appropriate for a cold winter day.,ani gola ma goen jam da lu
These cups are all broken.,cups gara cha nu
These glasses do not fit me well. They are too large.,ahne glasses tsu nga lu metub bay. bom ra bom may
These keys are not mine.,Ani dhi mi tshu nga ghi men.
These questions can be answered quite simply.,ani question tsu ni answer simple na bae tsub tay
They adopted the orphan.,khong gi daw bu-tsu dhi tso nu
They all have come.,khong gara yong nu
They all knew.,shay khong tshu ghi
They all laughed at his jokes.,khong gara gaw may
They all watched.,khong gara gi ta nu
They are all college students.,khong gara college student en
They are Christians.,khong tshu christians embay
They are doctors.,doctor dhu
They are not at all interested.,Khong gaya trowa mindu.
They are running in the park.,park na jug bay doe nu
They are Russian.,khong tsu Russian embay
They are willing to help us out.,khong gi nga chey lu charo bay gae lo
They asked a lot of questions about my past experience.,khong ghi nge past experience ghi korlay driwa halam dri dae
They asked me for something to drink.,nga lu gachi chi thung ni yoe ga dri daay
They awarded her first prize at the flower show.,mo deflower bay prize thob nu
They begged us to help them.,help bey na zey kuchey sho dhey
They can't start without me.,khong tsu nga me ba go tsu me tsu
They can't stop you.,khong gi choe ka metsu
They clung together for warmth.,Kho tshu ja daynu tsha toktok dayni bay
They could do with our help.,nga tsay ghi charo ghi bewda basup chi
They couldn't agree on anything.,ga gi ya nyen ma tub
They crushed all resistance.,khong gi resistance gara mep tangyi
They didn't keep their promise.,khong gi kha tsig zha ma tub
They don't sell beer here.,khong gi ma chang tsong ni mi
They exchanged greetings.,Khong laymeen jay soor bayi
They feared you.,khong choe lu dro nu batey
They formed a new government.,Khong tsu gi new government form bay yi
They had a good hunt.,khong ghi hunt leyshum jonu
They had an argument.,khong nge thab day
They had several children.,kho tshu lu alu laysha du
They have explosives.,khong bae sa explosives du
They have to be very careful.,khong tsu na thay bay go
They helped Pema.,khong ghi Pema lu charo baenu
They hid themselves in the shadows.,khong tshu shadow na lay pha epp doe nuu
They kept their relationship a secret.,khong nye gi dray wa dhi tshang wa zha nu
They laugh at him behind his back.,khong tsu jab kha lay gadhey
They left him for dead.,Kho shi nu sey ko zha nu
"They like ragtime, jazz and music with a swing to it.",dk
They looked relieved.,kong shaynu
They love their kids.,khong gi khong ra gi alu lu ga
They made her go.,Khong gi mo lu tang yi
They made me really angry.,kho tshu gi nga dro cc angry zoye
They need investors.,khong lu investors go
They needed to trade with them for food.,Khong to gi then lu jaysoor bay go bay
They never found out the truth.,khong gi denpa di mathob bay
They rushed towards their mother.,khong tshu ai lu rushed bay nu
They said there was not enough time for a full investigation.,khong ghi investigation den ley dhuetshey leyshom mathob
They stood on the hilltop.,hilltop tho kha long doe nu
They stopped doing that.,khong gi bayni ko zha ui
They study in the afternoon.,khong afternoon na paycha lab dea
"They survived, even though the building was destroyed.","Chim day ya so ru, khong ma she"
They tapped the terrorists' phone lines.,kho yshu ge territories ge dri thrin tho kay bay nu
They teased the new student.,khong gi alu tsab dhi thro day
They took a big risk.,Khong tsu gi nyen kha bom chi ba ya
They unwrapped their sandwiches.,sandwich chi doe yi
They want to know what's happening.,khong tsu gachi bay dey ga shay go no nu
They were better than I expected.,kho tshu dhi layshom dhu nga nome cheb dha dhi
They were caught red-handed.,khong tshu res handed zuyee
They were dancing to the music.,choe music na dance baydhey
They were playing footsie under the table.,Table holu footsie bay day nu
They would prefer that we wait.,khong gi nga chey wait bey ni perfer bey tho wong
They'll kill me.,khong ghi nga sey wong
They're all normal.,khong layshom du
They're angry.,tsib za nu
They're done.,Khong zou cc
They're experiencing white water rafting on a class five river.,khong tsu white water rafting gi nyam nyong thob dhay
They're expressing their love by hugging.,khong ghi gasor dhi phamtab dhi toen mey
They're hard to find.,thob ni lakha yoe
They're not going to give you this job.,khong tsu gi ani job di mi jin choe lu
They're of no consequence.,khong consequence gachi ra me
They're part of us.,khong dhee ngachay gee mee ra en
They're terrified of you.,choe tabay khong drunu
They're walking without shoes.,juta me ba lam jo day
They've defused the bomb successfully.,khong ghi bomb defuse bae nu
Thinley and Sangay left Boston at the end of October.,Thinley dang Sangay october end joda boston ko zha jo nu
Thinley asked Mary why she was crying.,thinley gi mary gachi bay ngu yi lab dhey
Thinley doesn't seem to have any self-confidence.,thiley dhe mo ra lu pop che ra mindu sa
Thinley doesn't want to see you.,thingley gi choe ta go ma no lo
Thinley dreams of becoming a millionaire.,thinley chub joni noesam dhu
Thinley got time and a half when he worked beyond his usual quitting time.,thinley time thob nu la mam bayu da
Thinley hardly ever wears a tie.,Thinley gi tie amm chi guen raa me tub.
Thinley has never been to Mary's home.,Thinley ghi Mary ghi chim na nam yang ma hoe
Thinley has trouble sleeping.,thinley di mye ni gi problem dhu mena
Thinley is a bad coach.,Thinley ghi la layshom mi bayway
Thinley is a common name.,'Thinley' zay wi ming dhi chab chhay sho chi en
Thinley is always working.,Thinley atara la bay doep may
Thinley is obviously a jerk.,thinley di mi laysom mindhu
Thinley is quiet.,thinley di tsang tsa du
Thinley is the legal owner of this piece of land.,ani sa ghi Thinley ghi ra em bay kho lu wang tse yoe
Thinley joined our group.,Thinley ya chab gay lo
"Thinley knew where Mary was, but he wouldn't tell the police where she was.",mary gaty ena thinley ge shay but kho ge police lu melab bay
Thinley offered me a piece of cake.,cake chung ku chi jin dhay
Thinley pushed against the door with all his weight.,Thinley gi go shuk toen de ra phi yi
Thinley says he wants a puppy for Christmas.,ugyen ghe aup jesus ghe kewi nym ba rochi go ne lo
Thinley sings in a church choir.,Thinley church choir na sing bay dhay.
Thinley stole the ring.,ring the Thinley gi awoo kuu nuu c.
Thinley told Mary about his imaginary friend.,Thinley ghi Mary lu kho ghi imagenary friend ghi kolay lap nu
Thinley wants to be famous.,thinley famous go noo yoe loo
Thinley was beginning to feel tired.,Thinley wu dhu ni go tshu nu
Thinley was in Boston last month.,thinley alst month Boston dhayi
Thinley was the one who took this picture.,par tab mi thinley enn
Thinley wasn't scared of the police.,Thinley ghi ben police lu dro me tub nya
Thirteen homes have been destroyed.,chim chusum maep thaysi
This bed is way too soft for me.,ani nyelthri dhi jam chu chu dhu
This book goes on the top shelf.,ani book dee shelf gi top naa tshu daa.
"This book is written in simple English, so it should be easy for you to read.","ani ge ha go sheyp bay drinu, choe ge leyzhum bay lha tshu"
This book isn't as heavy as that book.,ani keydep dey aphi keydep zum je me
This car is easy to handle.,gari tang ni dhi jam ra jam
This child believes that the earth is flat.,Ani alu dhi gi eartch flat yoe lo
This clock loses three minutes a day.,Ani clock di ngyim chi na 3 minute lose baew mae
This computer doesn't work.,ani computer di la mi bae way
This could have unintended consequences.,di gi kno may ki na doen jun si
This could save many lives.,ani ghi baw da mang sho ghi metshey sok chab jonu
This dictionary is expensive.,ane tsik zay dhe gong mam may
This dictionary is not useful at all.,yani dictionary di usefull mindu
This doctor is a man of culture.,kho dhi namsel dhu ga mi mae
This elevator's capacity is ten people.,elevator gi capacity di 10 ra en may
This flower is the most beautiful of all flowers.,ani meto di meto gara lay ja way
This flower is yellow and the others are blue.,ani meto dhe cham che yellow mai soso tshu dhe bule mai
This fork is dirty.,Ani fork di khamlosis du
This guy is great.,kho jigs dhu
This has all been a misunderstanding.,dhi gayra goda chiju may
This house is abandoned.,ani chim dhi ko zha zhab enn
This house is very comfortable to live in.,ani chimn dhi deytok tok dhu.
This is a good book for children to read.,ani book di childrean gi doen lu lhab ni laeshom du
This is a rental car.,ani gari dhi rent na en
This is a special occasion.,nym ga ti ley sha yi ga
This is absurd.,di may mee mi chi mae
This is all I know.,nga ghi anim chi cham chi shay.
This is all I want.,nga lu gob am chi ra en
This is also my first time.,nga gi ya first time en
This is an apple tree.,ani apple gi shing enn
This is his.,ani dhi kho ghi eng
This is insoluble in water.,chu na insoluble du
This is just a symptom of a much bigger problem.,nyen kha bom gi tak tsen toem may
This is my business address.,Dhi nge tshongdrel gi khajang en
This is my favorite spot.,ahne spot de nga ge favorite en
This is normal.,Dhi normal en
This is not salt.,Ani salt men bay
This is our house.,ani nga chay gi chim enn
This is so boring.,Om nye se se mea
This is taking way too long.,nami sami duetshay lem may
This is the biggest hotel in this city.,ani hotel dhi dzongkhag dhi ghi hotel bomsho enn
This is the calm before the storm.,ani dhi storm gi haema calm en
This is the hottest summer that we have had in thirty years.,Ani di hottest summer wong in 30 years
This is the key that opened that door.,Ani key gi door open bay wong
This is the last straw.,ani dhi juk en
This is the last time I'm telling you to do that.,ani last en mae nga gi lab ni gi.
This is the most comfortable chair I've ever sat in.,ani zum kang thri dhoe to to na tsa chi ma dhey
This is the place I told Tashi about.,Tashi lu lhab mi sa go ani en
This is true love.,ani dhi ngoma gi gawa enn
This is Ugyen's locker.,ani ugyen gi locker embay
This is unsafe.,ani unsafe may
This is what I can do for you.,nga gey bay tsub zer ru dem che ra en
This is why he got angry with you.,Aney bay ni dee gi kho choe nam tshep zaa nuu
This isn't a safe place.,ani place di safe minu may
This isn't worth getting worked up over.,tsub tsub bae di khung chi mindu mena
This isn't your office.,ani choe gi yeg tshang meen
This lawn mower runs on gasoline.,ani lawn mower gasoline na la beu mey
This letter is wrongly addressed.,ani zhuhig de chi zhu bay dri nu
This machine is worthless.,machine de gong ra men du
This may just come in handy someday.,phen tho ni may nyim chi
This meat is chicken.,ani sha di jasha en
This milk has a peculiar smell.,Ani om ben ham ta nu
This milk tastes odd.,om di drow madraw chi dhu
This mountain is covered with snow all year round.,ani la di lo tabu ra khawo gi pub faywong
This movie is incredibly stupid.,movie dhi boring chi may
This nation's economy is growing by leaps and bounds in recent years.,Recent years na gyelkhap ghi economy dhi leaps dha bounds bey yargey jodey
This necklace is so beautiful that I'd like to buy in for my wife.,Ani jiru dhi layra layp lay nge amsu lu nyo bago bay
This problem is not so difficult that you can't solve it.,Ani problem dhi amchi difficult dhi mindu solve bayni
"This rope is strong, isn't it?","ani thap di ding di mindu mena, du ga?"
"This rule applies to you, too.",ani thrim dhi cholu ya en ty
This sounds very interesting.,ani ben trowa chetokto ha gow mey maii
This suitcase is too heavy for me to carry.,Ane bag nameasamea g du
This surprised many people.,ani gi ben mi halam halay yi
This telephone doesn't work.,telophone la baymi tub bay
This tree is older than that car.,Aney shing dee aphe nung khor lay yang loo bom en
This was your idea.,Ani ena choe gi idea di
This winter is warm.,nam gyen tsa tok tok dhu
This word has three syllables.,ahne word de syllables sum du
Those pictures were painted by him.,par tshu gayra khogi dri nu
Those shoes won't do for climbing.,ani lham tsu la bay mitub yata zay ni doen lu
Thousands of people were deceived by the advertisement.,ani advertisement gi dhi mi halam lu shob chap nu
Three other soldiers were wounded.,magmi suum dhi ma ken thhen nu
"To me, it is important.",nga gi doen lu ani kha chay sho chi inn
"To my surprise, she was alive.","nam tho lang si si bay, mo ma shey bay"
"To tell the truth, I do not like him.",ngo ma lab ba chin nga gi kho miga
Today is a very exciting day.,dari dhi exciting day embay
Today is Wednesday.,dari wednesday ean
"Today, I went to the doctor's.","dari , nga drungtsho bay sa joyi"
Tomorrow is my birthday.,naba nga gi kay wii nim enn
Traffic is a major urban problem.,traffic dhi dari naba gi doen lu problem chi may
Try to avoid bad company.,-
Try to control yourself.,control ba si man
Try to go slower.,golya bya joni try bya mya
Turn the lights out now.,light sey da
Two wrongs don't make a right.,wrong nyi ge right mezo
Ugyen always shouts when he is angry.,ugyen gi tsip zaw dha kay chap ni dhu
Ugyen couldn't go anywhere without his dog.,ugyen khorai rochi miba gati ya jo mitshu
Ugyen didn't get very far.,ugyen pha lay pha ma jho bay
Ugyen died in Mary's arms.,ugeyn marry ghe lab na shii c nu
Ugyen doesn't have what it takes to be the boss.,Ugyen ghi gopen bey thsub pai cho drup mindhu.
Ugyen doesn't want to see you.,ugyen choe tago mano way
Ugyen drank the whole bottle of wine by himself.,Ugyen ghi wine bottle kho ra thung zha nu
Ugyen has been in the hospital for three weeks.,ugyen hospital na dhuenthra chi ya so yi
Ugyen has some nosy neighbors.,chim tshang khay chab me chi du
Ugyen hates homework.,ugyen homework megai
Ugyen introduced Mary to his family.,Ugyen gi mary kho gi family na introduce baynu
"Ugyen is a good friend of yours, isn't he?","Ugyen di choe gi charo cham sho en maena, engush"
Ugyen is an active person.,Ugyen active dhu
Ugyen is capable of anything.,Ugyen gacxhi ya bay tshu bay
Ugyen is trying not to worry too much.,Ugyen ma dro ni denlu tsha gyen dhey
Ugyen isn't paying attention.,Ugyen tsha gay may
Ugyen left the room without saying a word.,ugyen ghi gani ya malab ba thoen ya si
Ugyen loves sports events.,Ugyen gi sports events tsu ga
Ugyen missed it.,ugyen ghi miss bayi
Ugyen never went to school.,ugyen lhob dra na ra majo
Ugyen plays golf every weekend.,Ugyen dhi every weekend golf tshay ni du
Ugyen said Mary did a good job.,ugyen gi labdhey Mary gi la bayi lo
Ugyen waited for Mary to continue.,ugyen gu day nu mary lu tro thi chu say
Ugyen wants to be with Mary.,"Ugyen, Mary chikha day ni gaway."
Ugyen wants to come with us.,ugyen nga chi nam jo gay lo
Ugyen wants to play.,ugyen tsem tsane lo
Ugyen was abducted.,ugyen dhi awoo ku ba yaso nu
Ugyen was clean-shaven.,wdym
Ugyen was determined to finish the job before he went home.,ugyen gi la di bae tsu za nyen ma tub
"Ugyen was pacing in his room, unable to calm himself down.","ugyen room na pha tsu jo, kho ra clam ra bay ma tsu"
Ugyen was sitting at a nearby table.,ugyen table gi zukha doe nu
Ugyen wasn't complaining.,ugyen gee complain baw men
Ugyen whispered something in Mary's ear and she nodded.,ugyen gi mo gi namcho na gachi chi lab bey mo guto pa dey
Ugyen won't tell us what he knows.,Ugyen ghi kho ghi shey mi lab mi tub bey
Ugyen wrote an article for the school newspaper.,Ugyen gi school gi newspaper dein lu article chi drinu
Up to that time he had been staying with his uncle.,dato tshen tshey kho azha chikha day yi
Used car salesmen are a disreputable bunch.,ani salesmen gi reputation na mindhu
"Visible from space, the Great Barrier Reef is the largest structure on Earth made by living organisms.","The Great Barrier Reef di structure biggest ra en mai on Earth made by living organism, and its visible from space"
Volunteers are cleaning up the park today.,kheylangpa tsu dari lingpa chha dhey
Wait!,gu
Wait!,Gu!
Wake Dorji up.,Dorji lhong ta
"Warm this morning, isn't it?",dopa warm du mo
Was anyone in the room?,Room na gaya madhoe bu?
Was Dorji there?,dorji pha duga
Was it all a dream?,ani gara ngyelam ena?
Was Tashi in Boston yesterday?,Tashi Boston na daeyi ya khatsha?
Was that a coincidence?,ani coincidence en bay ya
Was that another joke?,dhi gaydro so so en ya?
Was that you in the car?,choe gare na gachi yoe
Washing your hands regularly is a good way to prevent catching some diseases.,lab atara chu wa chin diseases tsu thob ni chances low jo wong baty
Watch how I do it.,tash gaday bayo may ga
Watch the rear. I'll watch the front.,zhukha ta nga ghi dongkha ta wong
Water is important.,chu kha chay
We all have changed.,ngachey gara jurchey yasi nu
We all jumped into the water at the same time.,chu na dren dra bay chong yi
We all need to stay together.,nga chay gara chikha dey go
We are Australian.,Ngachey Australian enn
We are in a library.,Nga chey pay zay khang na yoe
We are in part responsible for it.,ngachey yang dhi na gyenkha ba gob enn
We are late.,nga chey chisi
We are not amused.,ngachay ha malay
We ate until we couldn't eat any more.,nga chay drosisi za bay za ra ma tsu
We bought our plane tickets two months in advance.,Nga chay ghi plane ticket advance na ra ngo zha yi
We called off the wedding.,ngyen gi tendrel di cha may tangye
We came to the conclusion that he should be fired.,kho teon tang go ser ngachay gara jur lu kha zhey yi
We can all dream.,nga chey gara ghi nyilam thong tsu
We can depend on her to help us.,mo ly rey ni ty charo gob da
We can't afford that anymore.,ani nyo metsu
We can't back out now.,ya da nga chay tub bay
We can't do it now.,dato bay metshu ni may sa
We can't go back.,Nga che lok jho me tshub
We can't just sit around and do nothing.,nga chey tsu deybeyra dey bey gani ya mabey ba mitub
We can't let this continue.,countine bay me tshub
We can't protect Thinley indefinitely.,thinley dagzin bay mi tshu atara
We can't reveal classified information.,ani nay tshul dhi lab me tshub
We could crash.,nga chay gi k sa k wong
We could meet downtown. Would that be convenient for you?,ngachey tama ma chey gay ty. choe tab doewong ga
We could've done this without your help.,choe maba chin bay ma tshup tshup wong
We couldn't do it.,ngachay bay matshub
We crossed the river by boat.,ani river dhi cross bayi boat nalu
We depend on foreign nations for our natural resources.,Nga chey country soso na depend bew en bro
We do this all the time.,ani nga chey atara bay wong ty
We don't always agree.,nga agree bay ne mee
We don't care what he does.,kho ga chi bay ru bay chu
We don't want them to decrease our paycheck.,teru phab chu ni mewong
We drive everywhere.,nga vhey gaty ya gari dha jowi
We drove into the night.,nga chay chiru gari tang bay joi
We got a standing ovation.,ngachey lekso thob chi
We had less snow this winter than we had expected.,ani winter na khaw ngo dhu zum chi ma chab
We hate violence.,Nga chey tsu thabzing bay ni mi ga
We have a lot of time.,dhi tshay lay sha yey
We have been friends.,nga chay charo bay dayi
We have guests.,nga chey baesa goem yoe
We have more customers than we can count.,"dary dhi customer leysha dhu, count ya chap mi tshu bay"
We have no reason to change our plans.,nga lu doen da gani ya mi plan change bay ni gi
We have three days left.,Ngachey lu nyim sum luedi yoe
We have to make the most of this situation.,duesthey layshom bey use beygo
We have to stop now.,ngachay da gu ne
We haven't actually set a date yet.,Nga chey date ra fix mabay
We haven't had to deal with this before.,anzum heyma mabay
We heard tigers roaring in the distance.,aphale tiger dhi kay goyi
We hope you enjoyed your stay.,choe na day bay sem ga wi no wi ray wa yoe
We just fed the baby.,ngachay gi alu na toh jin yi
We kissed each other.,Nga chey chi gi chi lu hoo key he
We listened to his lecture on the radio.,radio na lecture nyen yi
We listened to music yesterday.,ngachey khatsa music nyenyi
We marveled at the little boy's eloquence.,nga chay bush chikha gi kha lap shay me lu ha lay dhe dhay yi
We missed our train.,train dhi miss yasi
We must ask the bank for the loan.,bank ley loan len go
We must cover the furniture before painting the walls.,Furniture tshu pub zha go .. paint ma bay way hoema
We must decide.,nga chay thachay go bay
We must hurry.,joba beygay
We must inform them.,nga khong lu lab go
We must stick together.,gara chikha dhoe go may
We need a bit more time to prepare.,nga chay detshay atshi ho bay prepare bayni ghi doen lay
We need somebody with bold new ideas.,idea jigs yoe mi chi go bay
We need supplies.,nga byertsang go bae
We need to call someone.,Nga chay call chap go mi chi na.
We need to cut costs.,nga chay cost dhi cut bay go bay
We need to focus on our strengths.,nga chey gi strength na focus bay go
We need to talk about this.,Nga chey nyi anu korlay lo labgobay
We pitched the tent next to the river.,nga chey gi tent chu tsa wa cha yi
We plan on staying a week.,Ngachey tshu duen thra chi doeni
We regret his death.,sem mi sem si yi
We respect Thinley a lot.,nga chay tshu gi thinley lu respect yoe
We saw a stranger walking outside.,nga tsay ghi me sab jo sa thongyii
We saw the tower in the distance.,apha lu tower thonyi
We shook nuts from the tree.,shing gu lay nuts bue choo yi
We should try doing this another way.,ani di soso bey beygey
We should try to understand one another.,Nachey ra nang do understand bay ni try baygo
We should wait here for the moment.,dato nga chey ana atsi gu bay doe gay
We shouldn't ask why.,gachi bay say madri
We stayed at a nice hotel.,nga chay hotel ga tok tok chi na dhoe yi
We stood at the door and waited.,go kha long dhi gu yi
We stood face to face.,Nga chey face to face doe yi
We stopped for lunch at a local restaurant.,nga chay nima ghi zey dhen lu khang za na lu gu yi
We study English every day at school.,english atara school na lab do ty
We talked about this yesterday.,ani korlay nga chay kha tsha lab tshab chi en
We talked to each other for a while.,Nga che chi dang chi lho lab bae dhey yi
We took advantage of the fine weather to play tennis.,tennis tsey ni doen lu weather advantage take bay yi may
We tried to stop them.,Ngachey gi khong kani beyi
We try.,try bay yi nga chey
We used to play games like tag.,nga chay hayma tag gi game tsay wi
We used to sit on these steps and talk.,nga chey rani step na dhey nay lo lab wong
We walked ten miles that day.,nga chay tshu 10 miles lam jo he aphi nem na
We want to talk to you about that.,Nga chay ani korlay lo lap go ngo dhi yoe.
"We will be able to raise cows and sheep, too.",ba dang lue tsu sotsub
We will be together forever.,nga chey chikha ra dhae yong mitshey chi
We will get to Tokyo Station at noon.,Tokyo station na noon na hoe wong
We will meet again.,lok chey wong
We won.,we won
We won.,We won
We won.,gey cc nga chey
We won.,nga chey gey cc
We won't change anything.,Nga chey gi gani ya change bay mitsub
We worked together.,la chi kha bay hay
We worried a lot about you.,nga chay choe korlay tsagay langyi
We'll be back after the break.,nga break ghi jaab ley thoenwong
We'll be back on air shortly.,luma na jiba ra lok haywong
We'll be there.,Ngachay thaen wong
We'll follow Ugyen.,Ugyen follow bay gay nga chey tsu gi
We'll handle this.,nga chay ge bay gay
We'll have to do this quickly.,Nga chey ani joba bay go
We'll have to make some tough choices.,nga chay tsu gi dham kha layshom bay chap go
We'll miss living in Boston.,Boston miss bay ni may
We're all agreed on that.,nga chay ga ra ghi lha zayi
We're all dying.,ngachay gara shido
We're all going to die anyway.,Nga chey gara tsa chi shi wong
We're all scared.,nga chi gara dro bay
We're almost ready.,ngachay dradi joni bay dho
We're both insane.,Ngachey nye cha ra choe lo enn
We're buying movie tickets.,nga cha lokyen shokzin to do
We're closing early.,nga chay joba dam bi
We're contented.,nga lang yi
We're going back to Boston.,ngachey Boston na lok jo dho
We're going to invite Tashi and Mary to our Halloween party.,khong nye yang bo nee
We're going to try to get you full custody.,nga chy ghi choe ghi gola thop tshup bay bay gay
We're helpless.,gane ya meshay bay
We're in college.,nga chay college na ne
We're in sync.,Nga chey cha chab no do zum jodo
We're in the second week of an unrelenting heat wave.,nga chey second week of heat wave na en
We're managing.,ngachay ghi ta dho
We're not cops.,Nga chey police men
We're not gonna make it.,ngacahy bay metsu ni mae
We're not really brothers.,nga chay nye puencha men
We're not that close.,nga chay ni amchi ngo mi shay
We're not welcome.,nga che tshu hong dha me chay
We're old friends.,nga chey hema gi charo een
We're out of time.,Nga chey time ra zonu
We're pulling back.,jab shi chap dho nga chay
We're quite certain of that.,Nga chey ani ra en sey now mae
We're ready.,ngachey drab dri en.
We're untalented.,Nga chey talent ra min du baty
We're weak.,ngachey weak yoe
We're winners.,nga chey tshu gaymi enn
We're working.,nga chey la bae dho
We've all done things we're ashamed of.,nga chay gha ra ghi ngo tshay bi lay bay ye
We've an obligation to do that.,Ani dhi bey mitsu ni zum dhu.
We've been friends ever since.,nga chey nye nyim dhi gi shue lay charo chamsho chi lu yasi
We've got enough.,ngachey lam chi yoe
We've got to be ready in thirty minutes.,nga chay tsu karma sum chu na dra dre jo go
We've got to get you to a hospital.,Choe hospital na koe gob wong mae nga chey gi
We've had enough of that.,Dabaen ngachey tubchi
We've lost valuable time.,nga chey dhutshe jang dhey
We've still got a lot of time.,daru ya duetse lasha yoe
Welcome to San Francisco.,San Franciso lu joenpa lekso
"Well, I'm proud of you.",nga choe ta nye rangyi
"Well, Thinley, you were right.",mapa thinley choe gi enbay
Were you at school at that time?,choe school na doe ga ani time na
Whales feed on small fish.,whales tshu nya chunku tshu za we
What a beautiful garden!,paa dumra jachichi
What a beautiful town!,throm di laybay
What a bummer!,awwoo wai
What a lucky person he is!,jay bom dhu
What a lucky person he is!,KHO LUCKY PERSON CHI ENMAY
What a lucky person he is!,Jay bom dhu
What a phony!,Ah shobzey di!
What a pity!,gamchi phang si si dhu
What a pleasure!,Gamchi pleasure dhu
What a strange story!,story psyco chi mey
What are my responsibilities?,nga gi la ga chi mo
What are some foods commonly eaten in America?,america na toh gachi ra za wong
What are some foods you only eat in the evening?,evening na toh gachi zani yoe
What are some foods you usually eat with a spoon?,"Choe gi spoon use bey bey, toh gachi ra za wong?"
What are you reading?,choe gachi lhab mo
What causes that?,Gachi ghi bey ena?
What choice did I have?,nga ga chi dam kha xhap chi
What did Dorji answer?,dorji gi len gachi dhu
What did we miss?,ngachay gachi laysi
What did you do this time?,da choe gachi bayi?
What did you drink?,choe ga chi thung yi
What did you make?,chie gi ga chi zo ye
What do I have to be afraid of?,nga ga chi lu dro gob?
What do you call your mother?,aye lu gachi lap mo
What do you consider your greatest achievement?,choe gi dato tshen gi la bom ra gachi beyi
What do you do in your free time?,Choe free time na gachi bay wong
What do you like about him?,gachi gayi kho gi korlay
What do you regret most?,choe gi most regret ra ga chi mo
What do you see in him?,Gachi thong mae se choe kho lu
What do you think of war?,War gi kolae choe gi gachi now mae?
What do you think they're after?,ani ghi shulay gachi nosam tang dho
What do you think Thinley told Mary?,choe bay wa chin Thinley gi Mary lu gan lab lab yong?
What do you think?,choe ghi ga chi know may?
What do you want me to do?,nga gan bay say moo choe ban?
What do you want to do when you grow up?,bom jo bag gachi bay ne char zhe yoe
What do you want to eat this weekend?,choe ani weekend na gachi zani
"What does ""There is a tide"" imply?",idk bro
What does it cost to build a new house in this neighborhood?,chim sap chap dha teru gam chi jo wong
What does it take to get some service here?,na service thob ni then lu gachi go bay?
What else did you eat?,gachi za ni
What else?,daru gachi?
What happened to my car?,ngi gi gari gachi baie ga
What have I done?,ya... nga ghi gachi bayi ga
What have you heard?,gachi ha goi choe
What if someone sees us?,ga chi bay ne ri ge nga chay thong ba chin
What in the world are you doing?,choe gachi ra bew mo c?
What is it you want to sell to us?,choe nga chey lu gavhi tshong ni mo
What is she saying?,Gachi labdhey mo gi
What is the address of the new bookshop?,payzay khang ge adress gachi mo
What is wrong with you people?,ga chi baew dha mo ani mi tshu
What is your earliest memory from childhood?,choe alui kab doedha gi dren shu hayma gachi mo
What kind of music does Thinley like?,Thinley gi music gazum ga?
What kind of person are you?,choe mi gha zum mo
What kind of places would you like to see?,gachi zum gi sa go tago noyi
What kind of things do you enjoy doing?,choe gachi bayni ga?
What lovely weather!,namshi naytang laeshom dhu
What more do we need to make us happy?,tsem gani dhen lu gachi beygo
What natural foods help curb the appetite?,natural foods gachi ge appetite curb bay ne na help bay wong
What shall I do with it?,nga gachi beni ani chikha
What should I buy?,ga chi buy bay wa chin dra ga
What style of furniture would you like?,choe ge shing gi chachey gazum ga?
What teams were playing?,team gaga tsay doeyi?
What time did your friend go home?,choe gi charo time gam chi na chim na joye
What time is your curfew?,choe dhu tse nam lu chim hoe go
What time will you be back?,Time nam lok wong chie
What time will you get to the station?,Station lu time gamchi na hoe wong?
What was I saying?,nga gi ga chi lab chi ya labsh?
What were the meetings like?,meeting na ga chi lap day
What would life be without hope?,rewa meba mitshey gachi mo
What would we do instead?,dhay men nga chay gi gachi bay baew wong?
What would you do if you had one year free?,One year free yoebachin gachi baywong
What you have said applies only to single women.,choe lab mi di amtsu ngyen mi mi tsu lu embay
What're you all doing in the library?,choeng gara library na gachi bew
What're you saying?,gachi lab mo cc
What're you writing?,choe gachi drew mo
What's all that about?,Di gachi korlay ena?
"What's happening in the cave? I'm curious. ""I have no idea.""","ra phe jang kho na gachi bay nu? nga shay go no ye. ""nga gi meshay"""
What's his most recent novel?,choe gi recent novel dee ga chi enn goo?
What's in this bag?,ga chi mo bag na
What's it smell like?,ga zum drem nym may
What's that bird called?,Ani Bja dhi gachi lab mo?
What's that disgusting smell?,ani drim kham lo cc dhi gachi ena?
What's the easiest way to learn French?,French lhab ni jam sho gaday bay mo?
What's the name of the company you work for?,a i company gi ming di agchi ena
What's the rush?,gachi tsap mo?
What's the worst injury you've ever had?,choe gi life na worst injury dhi ga chi mo
What's your favorite programming language?,choe gi programming language gasho dhi gachi mo
What's your favorite sport?,Choe gi gasho tshe rig dee gachi mo
What's your home phone number?,choe ghi chim ghi ju dhin aung dhang gha chi mo
What's your problem?,choe problem gachi mo
"Whatever I do, she says I can do better.",nga gachi baru mo gi nga wa drap batsu say lab day
When did the accident take place?,oi accident di nam happen bay yee lo
When did you begin learning German?,german nam lhab chi
When did you first meet him?,choe gi kho first na gaty chayi
When did you tell me that?,Nam lab chi choe gi nga lu?
"When does your sister come back from work? ""I don't know, but I think she'll arrive at home a few minutes before me.""","choe num la lay nam wong?""mashay ,nga tawda mo karma ngye su chigi nge hema wong"""
